날짜,Open,High,Low,Close,Volume
2025-11-24,611000,611000,428500,438500,1178683
2025-11-25,395000,412000,330000,335500,1690325
2025-11-26,337000,394500,329000,363000,2178506
2025-11-27,351000,458500,351000,434500,2858529
2025-11-28,437000,476000,425500,429000,1666338
2025-12-01,429500,436500,395000,398000,884247
2025-12-02,402000,449000,385000,442000,1923357
2025-12-03,454500,562000,452500,549000,3759058
2025-12-04,537000,578000,525000,557000,1946500
2025-12-05,552000,590000,514000,515000,1284866
2025-12-08,525000,537000,506000,515000,681006
2025-12-09,521000,585000,519000,575000,2149855
2025-12-10,569000,577000,555000,565000,634546
2025-12-11,572000,606000,563000,569000,1277380
2025-12-12,571000,689000,570000,661000,2493488
2025-12-15,650000,739000,649000,709000,1591265
2025-12-16,718000,759000,707000,712000,1281265
2025-12-17,712000,713000,660000,666000,741249
2025-12-18,648000,720000,648000,680000,1039039
2025-12-19,693000,703000,663000,673000,433458
2025-12-22,686000,688000,650000,663000,406371
